pixel_no,pixel_x,pixel_y,latitude,longitude,C12_real_mean,C12_real_sigma,C11_mean,C11_sigma,C12_imag_mean,C12_imag_sigma,C22_mean,C22_sigma
209,493,208,12.240029928463,76.2124744144103,1649.6482,852.7214,23373.69,2568.0986,109.07963,447.0399,6642.3555,1389.1322
210,493,209,12.2399055841758,76.2124492279037,1702.3389,1112.968,24442.186,1915.2711,126.14444,523.1545,6608.526,1556.2976
211,493,210,12.2397812398886,76.2124240413971,950.2352,1551.4591,23474.05,2865.87,33.140736,448.5242,6068.663,1557.5387
212,493,211,12.2396568956014,76.2123988548905,-66.14814,1594.089,20146.035,3745.2957,-150.61296,626.0563,5594.4907,1388.4664
213,493,212,12.2395325513142,76.2123736683839,-652.9481,638.14734,18802.521,3194.3545,-513.9722,547.9145,5156.976,704.4817
214,493,213,12.239408207027,76.2123484818773,-653.22595,646.8292,16798.84,3453.2668,-759.6056,578.88025,5323.5093,639.2916
215,493,214,12.2392838627398,76.2123232953707,-487.59445,620.6551,16879.967,3928.0728,-683.0648,736.21747,5344.8887,660.29126
216,493,215,12.2391595184526,76.2122981088641,-610.5426,793.4582,16466.371,2859.1384,-640.14813,781.2588,5355.059,540.22687
217,493,216,12.2390351741655,76.2122729223575,-613.9074,828.6642,19272.643,3794.8977,-318.35,1002.8491,5200.913,606.03235
218,493,217,12.2389108298783,76.2122477358509,-767.19446,934.78265,21154.334,2270.4766,-302.34073,1008.3114,4935.78,478.6768
219,493,218,12.2387864855911,76.2122225493443,-886.0204,747.3418,22551.336,1920.2886,-5.1574116,946.76495,4923.6704,376.11902
220,493,219,12.2386621413039,76.2121973628377,-1333.0111,876.48566,22097.193,1572.8463,198.17407,871.58136,5209.963,517.42694
221,493,220,12.2385377970167,76.2121721763311,-1925.9629,1102.9657,21023.078,2510.3618,976.1963,1022.70685,5577.522,628.3047
222,493,221,12.2384134527295,76.2121469898245,-2175.5833,884.2205,19091.791,2141.6536,1699.0055,998.73175,5933.461,524.16174
223,493,222,12.2382891084423,76.2121218033179,-1936.7222,1198.999,17319.654,1468.6344,2069.6648,860.5317,5917.7944,576.1922
224,493,223,12.2381647641551,76.2120966168113,-1340.263,991.8163,16845.63,1543.691,1985.913,815.4358,5707.487,554.9261
225,493,224,12.2380404198679,76.2120714303047,-944.9889,992.7293,15913.252,1748.6779,1661.0056,860.78705,5271.907,572.5696
226,493,225,12.2379160755807,76.2120462437981,-724.937,789.75604,15891.506,1642.503,1242.5148,890.69147,4818.7095,627.9874
227,493,226,12.2377917312935,76.2120210572915,-627.5611,580.32135,15226.613,1498.1576,770.1537,866.0082,4223.0576,764.80664
228,493,227,12.2376673870063,76.2119958707849,-656.89075,610.6241,15805.756,1596.1101,214.04816,725.76263,3978.052,594.5573
229,493,228,12.2375430427191,76.2119706842783,-589.7611,421.68582,15739.702,2476.4963,-234.33147,632.0113,3845.8296,586.1216
230,493,229,12.237418698432,76.2119454977717,-349.15372,377.49643,16651.473,2925.854,-550.0296,670.711,3992.937,511.549
231,493,230,12.2372943541448,76.2119203112651,124.087036,768.00104,17277.707,3293.146,-808.57776,684.5879,4338.03,766.0904
232,493,231,12.2371700098576,76.2118951247585,524.4722,696.7292,18471.875,2807.766,-889.3259,693.9074,5251.4814,1266.3745
233,493,232,12.2370456655704,76.2118699382518,681.72595,543.6748,20417.922,3465.4185,-782.3555,613.81244,6388.4224,1126.6879
234,493,233,12.2369213212832,76.2118447517452,288.19443,552.6984,22922.674,3661.6636,-317.25,837.6878,7072.6816,867.4642
235,493,234,12.236796976996,76.2118195652386,516.2,889.1466,24250.953,2464.2397,-208.67963,811.4444,7380.0796,856.8338
236,493,235,12.2366726327088,76.211794378732,675.35925,914.69086,23782.559,2792.386,-211.07408,793.59985,7148.126,873.60834
237,493,236,12.2365482884216,76.2117691922254,1338.0889,813.17316,23627.668,2436.6985,-62.400024,1279.7789,7258.854,825.5001
238,493,237,12.2364239441344,76.2117440057188,1724.8556,1095.5133,23443.188,2638.4895,65.25369,1468.3574,7301.237,772.05505
239,493,238,12.2362995998472,76.2117188192122,2473.4092,1525.1056,25312.23,3228.672,-472.10373,2092.9382,7539.9443,842.84045
240,493,239,12.23617525556,76.2116936327056,2558.422,1379.1948,25480.566,3056.5332,-1215.1204,1802.2606,7216.591,846.1172
241,493,240,12.2360509112728,76.2116684461989,1489.3518,2046.5509,24903.059,3549.4485,-1328.461,1505.8185,6922.3833,726.60144
242,493,241,12.2359265669857,76.2116432596923,419.5037,1336.5471,22449.484,2601.242,-715.64075,1296.3943,6432.1777,564.3169
243,493,242,12.2358022226985,76.2116180731857,-397.89258,695.439,20126.904,1395.6791,-329.51297,1165.5791,6106.613,680.4798
244,493,243,12.2356778784113,76.2115928866791,-721.1574,974.6478,19619.412,1643.0756,248.8889,1398.8236,5690.2446,469.33795
245,493,244,12.2355535341241,76.2115677001725,-931.1352,711.76587,19466.818,1625.4666,939.30005,1423.8057,5446.2646,438.36377
246,493,245,12.2354291898369,76.2115425136659,-1083.0834,698.0013,19919.828,1734.1063,1996.6593,1073.0825,5305.959,663.73303
247,493,246,12.2353048455497,76.2115173271592,-1215.5519,926.9372,20343.432,1870.9675,2649.5352,795.95886,5485.3535,803.4683
248,493,247,12.2351805012625,76.2114921406526,-1524.1074,938.0731,19820.434,2114.646,2612.5815,814.6798,5994.2686,999.47345
249,493,248,12.2350561569753,76.211466954146,-1672.0352,844.9589,19262.455,2157.2278,1911.8148,1126.8596,6248.476,768.97943
250,493,249,12.2349318126881,76.2114417676394,-1279.7407,741.3167,17650.338,1684.9238,1265.6389,1132.4221,5973.924,889.7731
251,493,250,12.2348074684009,76.2114165811328,-580.80743,949.79895,16465.074,2001.266,984.27405,1121.5732,5281.7925,774.82294
252,493,251,12.2346831241137,76.2113913946261,118.32593,813.18164,14699.682,1822.6832,1224.437,1210.053,4919.9053,569.547
253,493,252,12.2345587798265,76.2113662081195,700.75183,412.7687,13435.056,1740.7893,876.6222,984.10504,4683.8184,560.37616
254,493,253,12.2344344355393,76.2113410216129,723.2296,552.7795,12173.591,1452.9117,578.1222,902.40906,4824.8853,653.05194
255,493,254,12.2343100912522,76.2113158351063,508.57962,706.70435,11419.093,967.38257,238.5537,270.1344,4997.2666,834.13434
256,493,255,12.234185746965,76.2112906485997,511.0778,736.7732,11352.38,812.489,207.9037,300.26147,5476.1704,833.5011
257,493,256,12.2340614026778,76.211265462093,369.5685,709.26587,11973.306,1174.9775,188.68704,310.4116,6062.722,890.1758
258,493,257,12.2339370583906,76.2112402755864,-66.30555,1066.8717,14139.457,2730.6707,230.50926,385.1691,6733.683,782.3334
259,493,258,12.2338127141034,76.2112150890798,-514.3648,794.94293,17289.523,3914.5894,735.2611,958.9223,6877.1147,795.02344
260,493,259,12.2336883698162,76.2111899025732,-413.73703,858.7247,20944.375,3078.27,852.74817,1338.2646,6466.6313,1165.8715
261,493,260,12.233564025529,76.2111647160665,204.04445,832.8471,22427.305,1300.7533,276.76297,1830.0051,5805.087,929.6805
262,493,261,12.2334396812418,76.2111395295599,86.718506,1114.0315,21745.637,2179.1057,-647.1796,1584.3882,5560.157,780.6568
263,493,262,12.2333153369546,76.2111143430533,-132.13704,1107.0575,20161.396,1953.1213,-1151.4703,985.7758,5513.4517,786.55695
264,493,263,12.2331909926674,76.2110891565467,-447.40555,954.8637,19119.584,1644.0485,-1239.9982,687.8888,5475.687,849.9059
265,493,264,12.2330666483802,76.21106397004,-563.1778,776.94073,19092.041,2345.2288,-906.51294,695.95465,5362.62,759.66
266,493,265,12.232942304093,76.2110387835334,-813.3815,1007.0395,21133.234,4644.8555,-72.022224,1352.7606,5428.904,557.78955
267,493,266,12.2328179598058,76.2110135970268,-574.3815,1141.8173,24226.36,5187.3076,639.34625,1067.3396,5649.061,719.4324
268,493,267,12.2326936155187,76.2109884105202,-554.637,1242.5112,27538.734,3829.6213,931.40186,1073.6875,6178.0464,915.5701
269,493,268,12.2325692712315,76.2109632240136,-169.8537,1064.5985,27425.93,2863.02,827.3759,1031.6827,6323.7407,863.2786
270,493,269,12.2324449269443,76.2109380375069,-125.33519,1159.974,26288.37,3292.0007,886.28705,922.11646,6675.589,817.7481
271,493,270,12.2323205826571,76.2109128510003,318.82965,1231.1638,24354.08,2237.5046,1170.4166,763.8379,6724.6665,1033.9205
272,493,271,12.2321962383699,76.2108876644937,503.67593,1398.726,23554.09,2213.2754,1066.6945,660.9467,6712.8594,1162.2307
273,493,272,12.2320718940827,76.210862477987,395.5,1473.5901,22429.318,1711.2793,973.3945,675.09265,6693.0127,1037.1064
274,493,273,12.2319475497955,76.2108372914804,227.31296,1184.5933,21589.639,857.3603,448.74258,626.0805,6594.5723,803.9968
275,493,274,12.2318232055083,76.2108121049738,-109.57963,1008.46625,20926.102,652.7962,218.86852,767.89923,6712.878,489.1594
276,493,275,12.2316988612211,76.2107869184672,-23.272238,881.91254,20326.104,1422.5475,-17.390757,908.6454,6217.7334,703.50555
277,493,276,12.2315745169339,76.2107617319605,261.97592,843.2728,20615.66,1990.0823,140.39627,1125.8517,5809.3057,593.8004
278,493,277,12.2314501726467,76.2107365454539,744.6537,771.41614,20578.979,2044.1499,698.2315,1268.208,5584.9204,842.1456
279,493,278,12.2313258283595,76.2107113589473,853.65186,817.58,20636.266,2009.217,1363.6149,1095.6595,5712.024,1071.0154
280,493,279,12.2312014840724,76.2106861724407,912.9167,799.3635,18888.344,2279.6306,1567.6222,655.74554,5614.613,1281.4968
281,493,280,12.2310771397852,76.210660985934,562.1556,694.4804,16978.703,2524.4941,1372.3167,920.608,5567.122,1030.8151
282,493,281,12.230952795498,76.2106357994274,379.3185,508.70615,14814.901,1806.3619,918.35187,781.08356,5108.3354,897.2541
283,493,282,12.2308284512108,76.2106106129208,122.848145,349.02017,13151.374,1638.4058,755.40924,740.5965,4834.2925,571.68665
284,493,283,12.2307041069236,76.2105854264142,428.9148,611.3587,12299.653,1467.1135,621.9611,141.71178,4435.3613,215.60323
285,493,284,12.2305797626364,76.2105602399075,526.27405,535.8477,12190.184,1848.9562,302.61667,652.73694,4411.065,239.67514
286,493,285,12.2304554183492,76.2105350534009,776.6426,604.87494,12837.387,1709.2562,13.320369,786.83575,4438.552,272.29953
287,493,286,12.230331074062,76.2105098668943,722.32965,576.5595,13458.279,1841.9847,-357.61853,1031.7511,4434.024,224.63103
288,493,287,12.2302067297748,76.2104846803877,391.89444,911.23,14798.907,2360.8955,-644.5815,1098.469,4353.774,253.45067
289,493,288,12.2300823854876,76.210459493881,43.54259,1013.81494,16236.457,2873.273,-1329.7981,1408.7764,4456.3833,437.83786
290,493,289,12.2299580412004,76.2104343073744,-48.127773,979.5922,17482.04,2725.5935,-2058.1313,1081.3912,4739.8,582.26544
291,493,290,12.2298336969132,76.2104091208678,581.42224,1063.8184,18324.504,3005.5164,-2052.3057,1033.6151,5268.711,524.378
292,493,291,12.229709352626,76.2103839343611,653,852.33813,18331.184,2824.902,-955.7185,1648.6854,5692.594,488.3394
293,493,292,12.2295850083389,76.2103587478545,624.25183,775.9533,18188.072,2408.3953,204.6926,1173.834,6210.2354,649.494
294,493,293,12.2294606640517,76.2103335613479,143.88889,571.29297,18232.963,1673.1428,678.6259,611.0858,6385.004,623.457
295,493,294,12.2293363197645,76.2103083748412,186.33148,598.8131,17939.885,1721.9805,901.59814,667.3322,6733.9873,697.82904
296,493,295,12.2292119754773,76.2102831883346,370.3389,909.2852,19077.6,3209.8042,1087.5778,832.3855,7148.2817,886.673
297,493,296,12.2290876311901,76.210258001828,138.78519,1255.7135,20695.246,4904.4604,1379.5612,605.22986,7413.785,580.73267
298,493,297,12.2289632869029,76.2102328153214,-458.15,1537.4382,23385.209,4931.105,1075.9388,684.0252,6744.3853,1354.9393
299,493,298,12.2288389426157,76.2102076288147,-1154.6888,1333.3467,24180.83,4577.667,737.7463,497.7806,5771.9575,1076.9222
300,493,299,12.2287145983285,76.2101824423081,-1369.1722,1356.1952,23088.434,4616.1826,463.3426,415.672,5091.689,480.37607
301,493,300,12.2285902540413,76.2101572558015,-1475.6815,1404.6442,21837.086,3824.6626,469.48148,482.55148,5153.5923,298.5923
302,493,301,12.2284659097541,76.2101320692949,-1464.5038,1054.3094,21532.94,2841.8628,564.9204,832.80273,5423.8906,775.4237
303,493,302,12.2283415654669,76.2101068827882,-1411.95,731.772,22229.814,2298.5312,1043.9778,1128.911,5878.7905,814.4546
304,493,303,12.2282172211797,76.2100816962816,-1187.4685,425.05704,21985.393,2332.5566,1347.9519,1064.0765,5974.8516,800.18604
305,493,304,12.2280928768925,76.210056509775,-1279.7333,581.64764,20569.086,3051.0244,1394.1759,751.5789,5884.487,551.31195
306,493,305,12.2279685326054,76.2100313232683,-1105.7389,733.7185,19291.28,2493.0107,893.41296,656.4238,5326.3037,622.5199
307,493,306,12.2278441883182,76.2100061367617,-747.6148,784.3239,18495.652,2775.6497,272.85187,647.4205,4973.652,576.9346
308,493,307,12.227719844031,76.2099809502551,-467.2963,489.40628,18711.912,3202.8118,-128.47778,468.0707,4669.278,434.363
309,493,308,12.2275954997438,76.2099557637485,-377.7704,221.72762,18957.264,3182.6924,-812.46295,842.50385,4595.811,684.23157
310,493,309,12.2274711554566,76.2099305772418,-161.63704,511.0895,19492.992,2933.6018,-1338.9388,865.3937,4699.165,826.04785
311,493,310,12.2273468111694,76.2099053907352,235.19073,538.67395,20794.701,2833.093,-1972.961,518.32074,4884.7407,880.0546
312,493,311,12.2272224668822,76.2098802042286,677.17224,571.263,21412.736,3037.983,-2112.4778,568.0048,5167.137,700.4246
313,493,312,12.227098122595,76.209855017722,1116.8964,887.26587,21680.363,2797.2798,-1910.1704,753.5743,5533.6055,781.0699
314,493,313,12.2269737783078,76.2098298312153,1809.2148,1103.3093,21320.648,2370.5044,-1501.0981,805.25446,5853.9463,843.9589
315,493,314,12.2268494340206,76.2098046447087,2239.2795,845.1827,20338.955,2049.8242,-830.9778,966.92957,6184.7983,773.9069
316,493,315,12.2267250897334,76.2097794582021,2010.1222,1052.2943,20718.504,1617.8373,63.025917,1388.6293,6209.028,602.10944
317,493,316,12.2266007454462,76.2097542716955,1731.0667,932.6714,19690.844,1957.9502,668.0944,1273.7478,6155.343,517.88055
318,493,317,12.2264764011591,76.2097290851888,1294.8481,904.263,20439.982,2019.8198,943.72217,1227.5651,5907.176,488.33044
319,493,318,12.2263520568719,76.2097038986822,1088.8334,1197.1211,20835.324,2806.5962,954.60736,1422.6012,5794.246,609.20056
320,493,319,12.2262277125847,76.2096787121756,402.23703,1493.9125,22278.037,2289.3062,268.99814,1734.7744,5693.226,960.1547
321,493,320,12.2261033682975,76.209653525669,53.403694,1462.5138,22826.217,2070.4067,-593.5759,1824.293,5623.591,1202.0778
322,493,321,12.2259790240103,76.2096283391623,-397.15186,1363.6367,22779.549,1700.6067,-1759.6038,675.73706,5429.55,1384.8224
323,493,322,12.2258546797231,76.2096031526557,-140.22594,1089.9594,23057.96,2238.796,-2460.439,862.9949,4993.8335,1246.626
324,493,323,12.2257303354359,76.2095779661491,83.637024,1274.29,22743.037,3233.879,-3048.0981,1272.8604,4917.002,1296.9688
325,493,324,12.2256059911487,76.2095527796425,975.3741,1090.636,20411.328,4613.411,-2976.6555,1406.2224,4879.0186,1199.7625
326,493,325,12.2254816468615,76.2095275931358,1002.0574,1120.7079,17303.047,4257.7407,-1818.2,1988.9253,4874.4336,1186.0072
327,493,326,12.2253573025743,76.2095024066292,1318.0759,858.2933,14807.694,1320.0221,-1069.463,1227.9933,4963.5186,968.9193
328,493,327,12.2252329582871,76.2094772201226,1063.0796,729.5796,13753.975,1890.3342,-434.67407,1029.3635,4936.863,801.42426
329,493,328,12.2251086139999,76.209452033616,768.56665,934.5524,13542.293,2263.8816,-421.42776,1189.2786,5180.4775,584.1546
330,493,329,12.2249842697127,76.2094268471094,103.55554,915.08966,12807.196,2184.1047,-18.514814,815.1616,5025.557,389.86542
331,493,330,12.2248599254256,76.2094016606028,-608.8259,785.26373,12925.996,1762.2823,-162.35556,836.4463,5185.487,315.18152
332,493,331,12.2247355811384,76.2093764740961,-899.2,699.50287,12920.905,1106.5719,-421.75186,551.99335,4933.0166,476.67297
333,493,332,12.2246112368512,76.2093512875895,-1272.3611,661.85144,13569.887,830.6642,-491.8648,404.0043,5137.4854,558.75
334,493,333,12.224486892564,76.2093261010829,-1527.3982,704.32355,14552.601,1241.0574,-252.47778,566.42163,5199.087,649.56757
335,493,334,12.2243625482768,76.2093009145763,-1952.9481,626.0214,16206.69,1994.1694,141.21295,623.74774,5634.8,404.7327
336,493,335,12.2242382039896,76.2092757280696,-1803.85,701.7316,18069.607,1696.8297,155.22408,748.22687,5859.8794,681.8171
337,493,336,12.2241138597024,76.209250541563,-1125.3407,1153.8538,20850.791,2709.799,-458.9852,1122.3503,6388.47,874.53186
338,493,337,12.2239895154152,76.2092253550564,-337.4222,1368.6152,24676.264,5014.8354,-284.07224,1322.4192,7659.35,1633.8951
339,493,338,12.223865171128,76.2092001685498,-301.1648,1733.0588,29062.436,5090.278,1449.3685,2759.0164,9090.44,1673.5336
340,493,339,12.2237408268408,76.2091749820432,-247.63518,1781.148,29728.23,4905.567,3685.5037,1972.0077,9437.566,1340.6693
341,493,340,12.2236164825536,76.2091497955365,115.60557,1592.8878,26755.197,6299.1865,4294.2686,1085.8246,8468.758,1957.2858
342,493,341,12.2234921382664,76.2091246090299,754.137,716.16815,21931.621,4396.791,3097.6667,1789.5963,7087.587,1277.9023
343,493,342,12.2233677939792,76.2090994225233,810.95557,548.195,19543.164,2141.6182,2049.9907,906.5545,6575.2573,804.1786
344,493,343,12.2232434496921,76.2090742360167,619.3259,317.78073,18282.701,1570.157,1672.9926,605.5891,6323.8315,660.4982
345,493,344,12.2231191054049,76.2090490495101,758.78705,433.4932,18271.035,1556.8319,1931.0555,402.19043,6222.6187,632.7288
346,493,345,12.2229947611177,76.2090238630035,864.4055,380.0696,18444.975,1602.7235,1916.8167,249.20108,6089.3335,571.1427
347,493,346,12.2228704168305,76.2089986764969,888.4056,387.86417,18948.195,985.5798,2232.8167,491.9204,6232.9946,516.9649
348,493,347,12.2227460725433,76.2089734899903,241.65741,759.21234,18252.166,1724.4751,2093.35,686.905,6283.7944,283.00787
349,493,348,12.2226217282561,76.2089483034836,-459.16666,889.09796,17190.217,1705.5763,1512.6981,1161.9393,5956.9517,585.9856
350,493,349,12.2224973839689,76.208923116977,-916.7889,335.85764,16505.54,1193.3323,1032.9204,776.6613,5830.3223,561.9429
351,493,350,12.2223730396817,76.2088979304704,-1123.1371,314.04398,16595.744,1477.0741,624.46484,710.26166,5517.461,520.0025
352,493,351,12.2222486953945,76.2088727439638,-1143.5685,875.73224,17721.486,2033.9595,610.9296,720.4487,5257.7314,766.9163
353,493,352,12.2221243511073,76.2088475574572,-991.3241,1222.7256,19038.537,3077.9343,67.0037,520.993,4975.0464,535.4972
354,493,353,12.2220000068201,76.2088223709506,-576.0426,1301.778,20713.863,3306.8955,-283.36853,670.12054,4835.6313,731.038
355,493,354,12.2218756625329,76.208797184444,-26.977776,904.54535,20809.125,3580.0125,-668.6352,686.1913,5136.215,727.8836
356,493,355,12.2217513182458,76.2087719979374,440.64816,803.10376,20708.36,3037.958,-976.5333,673.1311,5359.7095,781.21936
357,493,356,12.2216269739586,76.2087468114308,745.97406,710.2044,19942.283,1979.063,-528.53705,1135.5034,6110.352,1244.0492
358,493,357,12.2215026296714,76.2087216249242,843.9185,600.7095,19111.104,1751.9419,148.48703,1260.5837,6154.311,1315.9841
359,493,358,12.2213782853842,76.2086964384175,863.4963,477.95853,17630.055,1833.9082,697.9722,714.41473,6109.0557,1492.7455
360,493,359,12.221253941097,76.2086712519109,745.8759,389.529,15822.676,1951.4507,660.93146,670.381,5644.809,982.4235
361,493,360,12.2211295968098,76.2086460654043,1044.8019,505.3496,15391.977,1466.1434,300.36853,584.0589,5205.85,1071.5371
362,493,361,12.2210052525226,76.2086208788977,768.863,611.2715,15431.545,1332.3372,-203.91112,892.1536,4821.1816,894.50684
363,493,362,12.2208810363,76.2085957136335,176.92963,1281.9858,17980.8,2985.355,-576.2574,1011.60345,4731.5312,788.246
364,493,363,12.2207568749909,76.2085705574778,-1430.9907,1685.0836,20195.014,3830.8892,-980.3352,1467.0343,4881.637,734.834
365,493,364,12.2206327136818,76.2085454013222,-2656.1555,1199.4752,22836.256,2752.5762,-579.30927,1648.2185,4910.7017,655.80194
366,493,365,12.2205085523727,76.2085202451665,-2884.7297,913.19366,23160.822,2262.481,-603.62036,1564.4403,4557.683,352.05798
367,493,366,12.2203843910636,76.2084950890109,-1565.4222,1806.4698,22473.607,1958.0878,-806.5944,1244.8921,4472.5,303.1283
368,493,367,12.2202602297545,76.2084699328552,-103.061104,1552.1545,20772.197,1679.6565,-1314.0352,913.2862,4593.565,301.8161
369,493,368,12.2201360684455,76.2084447766996,1100.3704,770.4622,19327.352,1805.2354,-907.787,1170.5359,4759.028,368.11673
370,493,369,12.2200119071364,76.2084196205439,1494.3445,760.40704,18592.504,1595.0874,-897.79626,1137.451,5070.626,385.0128
371,493,370,12.2198877458273,76.2083944643883,1568.726,713.35,18208.32,1645.2622,-499.67038,1099.1572,5296.6333,459.53726
372,493,371,12.2197635845182,76.2083693082326,623.3019,1512.5272,18266.137,1708.6578,-740.2315,885.27124,5780.093,808.872
373,493,372,12.2196394232091,76.208344152077,-662.0611,1605.1398,18148.445,1392.4015,-83.864815,573.39,6058.3335,1013.2497
374,493,373,12.2195152619,76.2083189959213,-1785.3593,801.0552,18894.412,2568.5679,52.43148,441.7426,6215.7334,946.217
375,493,374,12.2193911005909,76.2082938397657,-2066.7202,897.0031,18349.111,2803.2422,262.26297,363.87238,6571.7964,1062.4088
376,493,375,12.2192669392818,76.20826868361,-1948.3556,1212.7704,17356.658,3141.9514,583.41296,468.18848,7157.95,1204.0441
377,493,376,12.2191427779728,76.2082435274544,-1386.9037,1404.3682,16348.672,1390.6451,1197.0204,749.8743,7777.913,1167.9131
378,493,377,12.2190186166637,76.2082183712988,-335.06665,1602.6322,16739.602,1129.3073,1630.1573,549.696,8219.834,1620.6516
379,493,378,12.2188944553546,76.2081932151431,550.5852,1025.2136,17983.656,2293.6309,1399.1888,829.59406,8224.118,1928.002
380,493,379,12.2187702940455,76.2081680589875,1092.3944,627.647,19090.807,2542.304,1107.7686,687.9005,7871.8945,1940.9382
381,493,380,12.2186461327364,76.2081429028318,1758.8647,1205.9143,20970.54,3134.7468,773.1241,470.065,6777.9907,1705.3857
382,493,381,12.2185219714273,76.2081177466762,2403.3853,1307.2947,23237.404,3074.2869,559.5704,699.9298,5678.198,1035.6453
383,493,382,12.2183978101182,76.2080925905205,2723.0647,1373.966,25656.88,2504.1775,38.772217,582.24817,5068.189,460.99234
384,493,383,12.2182736488091,76.2080674343649,2423.2722,1442.2428,27349.912,2579.0103,-267.9074,318.4009,4749.2725,371.05554
385,493,384,12.2181494875001,76.2080422782093,1238.9426,1893.6069,28285.867,2318.2449,-451.82593,413.72913,4957.8887,463.75018
386,493,385,12.218025326191,76.2080171220536,-248.59445,2126.542,27435.627,3162.8872,-163.18147,688.81726,5016.487,518.17114
387,493,386,12.2179011648819,76.207991965898,-1485.0889,1052.1842,24669.535,4181.7085,-181.40926,666.4522,5339.344,473.68533
388,493,387,12.2177770035728,76.2079668097423,-2232.4592,929.696,22580.34,2666.9436,-68.13148,514.8104,5456.539,572.397
389,493,388,12.2176528422637,76.2079416535867,-1806.9907,1064.7698,19593.8,2945.6616,-408.5259,430.31927,5334.62,580.9024
390,493,389,12.2175286809546,76.207916497431,-1475.3037,1152.5602,18375.459,3150.4116,-845.1667,991.54877,5128.096,530.4259
391,493,390,12.2174045196455,76.2078913412754,-369.11667,758.4714,17395.033,1787.624,-1023.5815,1119.597,4929.0723,227.72556
392,493,391,12.2172803583364,76.2078661851198,245.09999,769.60315,19100.445,2115.1848,-1277.4,1041.6031,5020.3076,239.62117
393,493,392,12.2171561970274,76.2078410289641,930.687,709.81885,20982.926,1479.799,-455.88705,1287.4661,5077.774,222.30518
394,493,393,12.2170320357183,76.2078158728085,1317.6407,816.92236,21213.744,1686.8989,-309.02963,1182.2699,4944.989,246.30798
395,493,394,12.2169078744092,76.2077907166529,1351.9574,872.40936,19848.904,3022.9355,-37.82222,922.151,4639.374,376.08035
396,493,395,12.2167837131001,76.2077655604972,1004.063,946.8783,17994.035,2649.163,-577.8741,821.8516,4484.7407,315.8253
397,493,396,12.216659551791,76.2077404043416,439.45926,711.135,16440.154,1693.6572,-929.65924,820.05585,4697.6777,582.57074
398,493,397,12.2165353904819,76.2077152481859,-50.587032,596.9221,14818.206,2182.9844,-1247.274,805.6058,5039.9424,482.2093
399,493,398,12.2164112291728,76.2076900920303,140.50928,807.0609,13781.698,1603.7173,-1397.0834,648.38416,5416.8535,344.31635
400,493,399,12.2162870678637,76.2076649358747,202.26112,798.98486,13696.8,2057.7527,-1352.1222,658.4728,5455.687,266.77966
401,493,400,12.2161629065547,76.207639779719,640.1259,536.22577,15227.794,2599.1719,-1241.6573,902.9854,5656.789,306.94333
402,493,401,12.2160387452456,76.2076146235634,674.2722,705.4805,16766.562,2493.6355,-1097.8538,852.4262,5427.7666,511.73334
403,493,402,12.2159145839365,76.2075894674078,1019.4037,829.53064,20924.352,5635.3438,-997.3111,992.4935,5199.4443,724.09784
404,493,403,12.2157904226274,76.2075643112521,690.35925,1060.5331,27053.86,7665.2695,-809.20557,1095.6628,4436.4907,877.14264
405,493,404,12.2156662613183,76.2075391550965,252.17036,1001.83203,32125.662,5608.6436,-552.7907,1214.3341,4246.565,813.39764
406,493,405,12.2155421000092,76.2075139989409,-154.97778,663.5625,32566.86,5699.046,-179.7574,1051.676,4513.976,1036.02
407,493,406,12.2154179387001,76.2074888427852,-325.2037,843.912,28327.84,7012.236,105.72223,641.58136,5164.909,752.27246
408,493,407,12.215293777391,76.2074636866296,-686.4907,877.8957,23167.766,5846.315,369.77594,517.91656,5441.1836,449.08868
409,493,408,12.215169616082,76.207438530474,-1139.25,707.39996,19264.738,3048.3262,547.0648,365.16275,5310.496,567.40094
410,493,409,12.2150454547729,76.2074133743183,-1508.126,550.89905,17805.904,786.19324,382.17963,624.19763,5034.591,895.7366
411,493,410,12.2149212934638,76.2073882181627,-1650.9907,462.74445,18009.426,823.55273,297.10556,576.38116,4657.052,1088.2933
412,493,411,12.2147971321547,76.2073630620071,-1686.4519,403.5907,18158.932,1140.5616,73.15,631.0432,4335.628,1075.9513
413,493,412,12.2146729708456,76.2073379058514,-1723.7278,560.7634,18594.959,1275.4951,-57.412968,807.4825,4429.217,927.2048
414,493,413,12.2145488095365,76.2073127496958,-1949.2815,728.8004,19406.871,1948.1992,-533.00183,782.9198,4896.8647,1056.2043
415,493,414,12.2144246482274,76.2072875935402,-2032.7537,821.66296,20014.256,1471.5786,-731.9593,748.90314,5212.843,772.07434
416,493,415,12.2143004869183,76.2072624373846,-2052.7112,1002.11554,20457.914,1405.7743,-722.013,620.5553,5448.2705,746.5093
417,493,416,12.2141763256093,76.207237281229,-1884.8685,956.694,20174.201,1284.5414,-899.88336,688.4991,5809.887,747.2225
418,493,417,12.2140521643002,76.2072121250733,-2005.4055,878.1579,19975.568,1353.7557,-1117.9019,657.72375,6650.8223,896.2234
419,493,418,12.2139280029911,76.2071869689177,-1699.876,893.2425,18886.648,2103.9983,-1177.9519,615.52295,6964.3555,721.3122
420,493,419,12.213803841682,76.2071618127621,-1260.3667,1048.8875,16674.678,3171.0415,-757.75555,756.0679,6699.9297,943.3426
421,493,420,12.2136796803729,76.2071366566065,-1113.8611,920.4401,14880.467,2706.3704,-557.9704,542.8493,5800.341,881.4364
